gene_id,DMSO_24h-1,DMSO_24h-2,DMSO_24h-3,SP2509_24h-1,SP2509_24h-2,SP2509_24h-3
ENSG00000273621,0,0,0,0,0,0
ENSG00000273623,0,0,0,0,0,0
ENSG00000273626,0,0,0,0,0,0
ENSG00000273627,0,0,0,0,0,0
ENSG00000273628,0,1,1,2,1,2
ENSG00000273629,0,0,0,0,0,0
ENSG00000273630,0,0,0,0,0,0
ENSG00000273631,2,1,3,2,3,3
ENSG00000273632,0,0,0,0,0,0
ENSG00000273634,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0
ENSG00000273639,0,1,1,0,1,0
ENSG00000273640,0,0,0,0,0,0
ENSG00000273643,0,0,0,0,0,0
ENSG00000273644,0,0,0,0,0,0
ENSG00000273648,0,0,0,0,0,0
ENSG00000273650,0,0,0,0,0,0
ENSG00000273653,0,0,0,0,0,0
ENSG00000273654,53,42,79,48,41,47
ENSG00000273657,0,0,0,0,0,0
ENSG00000273658,1,0,2,2,3,1
ENSG00000273659,0,0,0,0,0,0
ENSG00000273662,2,0,2,4,2,2
ENSG00000273663,0,0,0,0,0,0
ENSG00000273664,0,0,0,0,0,0
ENSG00000273665,0,0,0,0,0,0
ENSG00000273667,0,0,0,0,0,0
ENSG00000273668,0,0,0,0,0,0
ENSG00000273669,14,18,12,18,36,14
ENSG00000273672,0,0,1,0,0,0
ENSG00000273674,0,1,0,3,2,0
ENSG00000273675,0,0,1,0,0,0
ENSG00000273676,0,0,0,0,0,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000273678,0,0,0,0,0,0
ENSG00000273679,19,16,37,13,23,13
ENSG00000273680,0,0,0,1,1,1
ENSG00000273682,2,0,1,0,1,0
ENSG00000273684,0,0,0,0,0,0
ENSG00000273685,0,0,0,0,0,0
ENSG00000273687,0,1,3,5,3,4
ENSG00000273689,0,0,0,0,0,0
ENSG00000273690,0,0,0,0,0,0
ENSG00000273691,1,0,5,2,0,1
ENSG00000273692,0,0,0,0,0,0
ENSG00000273693,27,24,41,24,45,25
ENSG00000273694,0,0,0,0,0,0
ENSG00000273695,0,0,0,0,0,0
ENSG00000273696,0,0,0,0,0,0
ENSG00000273697,0,0,0,0,0,0
ENSG00000273698,0,0,0,0,0,0
ENSG00000273699,0,0,0,0,0,0
ENSG00000273700,0,0,0,0,0,0
ENSG00000273701,0,0,0,0,0,0
ENSG00000273702,90,90,110,62,105,63
ENSG00000273703,5,2,1,0,3,3
ENSG00000273704,0,0,0,0,0,0
ENSG00000273705,0,0,0,0,0,0
ENSG00000273706,0,0,0,0,0,0
ENSG00000273709,0,0,0,0,0,0
ENSG00000273710,0,0,1,0,0,0
ENSG00000273711,0,0,0,0,0,0
ENSG00000273712,0,0,0,1,0,0
ENSG00000273716,15,22,29,29,39,21
ENSG00000273717,0,0,0,0,0,0
ENSG00000273719,0,0,0,0,0,0
ENSG00000273720,0,1,1,0,0,1
ENSG00000273721,0,0,0,0,0,0
ENSG00000273723,3,4,2,5,9,5
ENSG00000273724,1,0,3,2,1,2
ENSG00000273725,0,0,0,0,0,0
ENSG00000273727,0,0,0,0,0,0
ENSG00000273729,14,10,21,13,21,17
ENSG00000273731,0,0,0,0,0,0
ENSG00000273732,0,0,0,0,0,0
ENSG00000273733,7,5,9,12,12,14
ENSG00000273734,0,0,0,0,0,0
ENSG00000273736,0,0,0,0,0,0
ENSG00000273742,0,0,0,0,0,0
ENSG00000273743,0,0,0,0,0,0
ENSG00000273744,0,0,0,0,0,0
ENSG00000273745,0,0,0,0,0,0
ENSG00000273746,0,0,0,0,0,0
ENSG00000273747,4,3,3,9,7,8
ENSG00000273749,1616,1697,2381,1866,2294,1749
ENSG00000273750,0,0,0,0,0,0
ENSG00000273751,0,0,0,0,0,0
ENSG00000273754,0,0,0,0,0,0
ENSG00000273756,0,0,0,0,0,0
ENSG00000273758,0,0,0,0,0,0
ENSG00000273759,5,5,9,8,14,4
ENSG00000273760,0,0,0,0,0,0
ENSG00000273762,0,0,0,0,0,0
ENSG00000273763,0,1,1,0,1,0
ENSG00000273765,2,2,2,5,3,1
ENSG00000273767,0,0,0,1,0,0
ENSG00000273768,1,0,0,0,0,0
ENSG00000273769,0,0,0,0,0,0
ENSG00000273771,0,0,0,0,0,0
ENSG00000273773,0,0,0,0,0,0
ENSG00000273774,0,0,0,0,0,0
ENSG00000273776,0,0,0,0,0,0
ENSG00000273777,1,1,0,0,0,0
ENSG00000273778,0,0,0,0,0,0
ENSG00000273781,2,2,2,1,3,0
ENSG00000273782,0,0,0,0,0,0
ENSG00000273783,40,39,54,39,42,30
ENSG00000273784,0,0,0,0,0,0
ENSG00000273786,1,1,2,0,1,0
ENSG00000273787,0,0,0,0,0,0
ENSG00000273788,0,0,0,0,0,0
ENSG00000273789,0,0,0,0,0,0
ENSG00000273790,0,0,0,0,0,0
ENSG00000273791,1,1,1,0,3,0
ENSG00000273792,1,0,0,1,0,1
ENSG00000273796,2,2,2,3,1,5
ENSG00000273797,0,0,0,0,0,0
ENSG00000273798,0,0,0,0,0,0
ENSG00000273800,0,0,0,0,0,0
ENSG00000273801,0,0,0,0,0,0
ENSG00000273802,9,12,10,11,16,5
ENSG00000273804,0,0,0,0,0,0
ENSG00000273805,0,0,0,0,0,0
ENSG00000273806,0,0,0,0,0,0
ENSG00000273809,0,0,0,0,0,0
ENSG00000273810,0,0,0,0,0,0
ENSG00000273811,0,2,3,1,3,2
ENSG00000273812,10,6,11,15,19,25
ENSG00000273813,0,0,0,0,0,0
ENSG00000273816,0,0,0,1,1,1
ENSG00000273817,0,0,0,0,0,0
ENSG00000273818,0,0,0,0,0,0
ENSG00000273819,2,0,0,0,1,0
ENSG00000273820,60,64,78,57,85,50
ENSG00000273821,6,5,7,7,7,8
ENSG00000273823,0,0,1,0,1,1
ENSG00000273824,0,0,0,0,0,0
ENSG00000273825,0,0,0,0,0,0
ENSG00000273826,0,0,0,0,0,0
ENSG00000273828,5,5,4,5,3,5
ENSG00000273829,0,0,0,0,0,0
ENSG00000273830,0,0,0,0,0,0
ENSG00000273832,0,0,0,0,0,0
ENSG00000273834,0,0,0,0,0,0
ENSG00000273835,0,0,0,0,0,0
ENSG00000273836,0,0,0,0,0,0
ENSG00000273837,0,0,0,0,0,0
ENSG00000273838,0,0,0,0,0,0
ENSG00000273840,0,0,0,0,0,0
ENSG00000273841,1101,957,1276,1006,1212,920
ENSG00000273842,0,0,0,0,0,0
ENSG00000273844,0,0,0,0,0,0
ENSG00000273846,0,0,0,0,0,0
ENSG00000273848,0,0,0,0,0,0
ENSG00000273849,0,0,0,0,0,0
ENSG00000273851,1,0,0,1,1,0
ENSG00000273853,0,0,0,0,0,0
ENSG00000273854,0,0,0,0,0,0
ENSG00000273855,0,0,0,0,0,0
ENSG00000273857,0,0,0,0,0,0
ENSG00000273858,0,0,0,0,0,0
ENSG00000273860,2,4,2,0,3,3
ENSG00000273862,0,0,0,0,0,0
ENSG00000273863,0,0,0,0,0,0
ENSG00000273866,0,0,0,0,0,0
ENSG00000273868,0,0,0,0,0,0
ENSG00000273870,5,5,2,3,2,3
ENSG00000273872,0,0,0,0,0,0
ENSG00000273874,0,0,0,0,0,0
ENSG00000273876,0,0,0,0,0,0
ENSG00000273877,0,0,0,0,0,0
ENSG00000273878,0,0,0,0,0,0
ENSG00000273879,0,0,0,0,0,0
ENSG00000273882,0,0,0,0,0,0
ENSG00000273885,0,0,0,0,0,0
ENSG00000273886,0,0,0,0,0,0
ENSG00000273888,28,27,26,27,31,13
ENSG00000273890,4,6,6,7,7,3
ENSG00000273891,25,22,37,36,27,24
ENSG00000273892,0,0,0,0,0,0
ENSG00000273893,21,24,21,14,18,13
ENSG00000273894,0,0,0,0,0,0
ENSG00000273895,0,0,0,0,0,0
ENSG00000273897,0,0,0,0,0,0
ENSG00000273898,0,0,0,0,0,0
ENSG00000273899,36,36,49,39,41,20
ENSG00000273900,0,0,0,0,0,0
ENSG00000273901,8,10,11,6,10,11
ENSG00000273902,0,0,0,0,0,0
ENSG00000273903,0,0,0,1,1,0
ENSG00000273904,0,0,0,0,0,0
ENSG00000273906,83,69,136,95,127,73
ENSG00000273907,0,0,0,0,0,0
ENSG00000273908,0,0,0,0,0,0
ENSG00000273910,0,0,0,0,0,0
ENSG00000273912,0,0,0,0,0,0
ENSG00000273913,0,1,0,0,0,0
ENSG00000273915,0,0,0,0,0,0
ENSG00000273917,0,0,0,0,0,0
ENSG00000273919,0,0,0,0,0,0
ENSG00000273920,3,7,5,12,6,6
ENSG00000273923,0,0,0,0,0,0
ENSG00000273925,0,0,0,0,0,0
ENSG00000273926,0,0,0,1,0,1
ENSG00000273927,0,0,0,0,0,0
ENSG00000273930,0,0,0,0,0,0
ENSG00000273932,0,0,0,0,0,0
ENSG00000273933,0,0,1,13,12,12
ENSG00000273939,0,0,0,0,0,0
ENSG00000273940,0,0,0,0,0,0
ENSG00000273941,0,0,0,0,0,0
ENSG00000273942,0,0,0,0,0,0
ENSG00000273945,0,0,0,0,0,0
ENSG00000273946,1,2,0,1,2,2
ENSG00000273948,0,0,0,0,0,0
ENSG00000273949,0,0,0,0,0,0
ENSG00000273950,3,3,6,2,3,2
ENSG00000273951,1,0,1,0,0,1
ENSG00000273952,0,0,0,0,0,0
ENSG00000273956,0,0,0,0,1,0
ENSG00000273957,2,0,0,0,1,1
ENSG00000273958,0,0,0,0,0,0
ENSG00000273960,0,0,0,0,0,0
ENSG00000273961,0,0,0,0,0,0
ENSG00000273962,0,0,0,0,0,0
ENSG00000273963,1,1,0,0,1,1
ENSG00000273964,0,0,0,0,0,0
ENSG00000273965,0,0,3,1,0,0
ENSG00000273966,0,0,0,0,0,0
ENSG00000273971,0,2,1,1,1,1
ENSG00000273972,0,0,0,1,0,1
ENSG00000273973,1,3,3,2,1,0
ENSG00000273974,0,0,0,0,0,0
ENSG00000273975,0,0,0,0,0,0
ENSG00000273976,0,0,1,0,0,0
ENSG00000273978,0,0,0,0,0,0
ENSG00000273979,2,0,1,0,0,0
ENSG00000273980,5,2,6,5,5,3
ENSG00000273981,0,0,0,0,0,0
ENSG00000273982,0,0,0,0,0,0
ENSG00000273983,0,0,0,1,2,0
ENSG00000273985,0,0,0,0,0,0
ENSG00000273986,0,0,0,0,0,0
ENSG00000273987,1,0,1,1,1,0
ENSG00000273988,0,0,0,0,0,0
ENSG00000273989,0,1,0,2,2,0
ENSG00000273994,0,0,0,0,0,0
ENSG00000273996,0,0,0,0,0,0
ENSG00000273997,0,0,0,0,0,0
ENSG00000273998,14,16,14,23,19,10
ENSG00000273999,0,0,0,0,0,0
ENSG00000274001,1,1,1,1,1,4
ENSG00000274002,4,2,3,3,0,0
ENSG00000274004,0,0,0,0,0,1
ENSG00000274006,0,0,0,0,0,0
ENSG00000274008,0,0,0,0,0,0
ENSG00000274010,1,0,2,0,2,1
ENSG00000274011,1,2,1,1,3,1
ENSG00000274012,0,0,0,0,0,0
ENSG00000274013,0,0,0,0,0,0
ENSG00000274014,0,0,0,0,0,0
ENSG00000274015,0,3,5,6,7,0
ENSG00000274017,0,0,0,0,0,0
ENSG00000274019,1,1,1,1,1,1
ENSG00000274020,75,66,79,91,109,77
ENSG00000274021,0,0,0,0,0,0
ENSG00000274022,0,0,0,0,0,0
ENSG00000274023,0,0,0,0,0,0
ENSG00000274024,24,22,30,15,19,22
ENSG00000274025,0,0,0,0,0,0
ENSG00000274026,12,19,25,17,19,16
ENSG00000274027,0,0,0,0,0,0
ENSG00000274028,0,0,0,0,0,0
ENSG00000274029,0,0,0,0,0,0
ENSG00000274031,0,1,1,3,0,1
ENSG00000274033,1,0,0,0,1,0
ENSG00000274034,0,0,0,0,0,0
ENSG00000274037,0,0,0,0,0,0
ENSG00000274038,1,1,2,2,0,1
ENSG00000274043,0,0,0,0,0,0
ENSG00000274044,0,0,0,0,0,0
ENSG00000274046,0,0,0,0,0,0
ENSG00000274049,0,0,0,0,0,0
ENSG00000274051,0,3,1,0,3,3
ENSG00000274052,0,0,0,0,0,0
ENSG00000274054,0,0,0,0,0,0
ENSG00000274055,0,0,0,0,0,0
ENSG00000274056,0,0,0,0,0,0
ENSG00000274057,0,0,0,2,1,0
ENSG00000274059,0,0,0,0,0,0
ENSG00000274060,0,0,0,0,0,0
ENSG00000274061,0,0,0,0,0,0
ENSG00000274062,0,0,0,0,0,0
ENSG00000274064,0,0,0,0,1,0
ENSG00000274065,0,0,0,0,0,0
ENSG00000274066,0,0,0,0,0,0
ENSG00000274067,0,0,0,0,0,0
ENSG00000274068,0,0,0,0,0,0
ENSG00000274070,93,81,78,80,81,74
ENSG00000274072,0,0,0,0,0,0
ENSG00000274074,0,0,0,0,0,0
ENSG00000274075,0,0,0,0,0,0
ENSG00000274076,0,0,0,0,0,0
ENSG00000274077,0,1,0,0,1,0
ENSG00000274079,0,0,0,0,0,0
ENSG00000274080,0,4,2,2,3,0
ENSG00000274083,0,0,0,0,0,0
ENSG00000274086,0,0,0,0,0,0
ENSG00000274087,0,0,0,0,0,0
ENSG00000274090,0,0,0,0,0,0
ENSG00000274091,0,0,0,0,0,0
ENSG00000274092,0,0,1,0,0,0
ENSG00000274093,2,2,5,2,9,4
ENSG00000274094,0,0,0,0,0,0
ENSG00000274095,0,0,0,0,0,0
ENSG00000274096,0,0,0,0,1,0
ENSG00000274097,0,0,0,0,0,0
ENSG00000274098,1,2,2,0,1,0
ENSG00000274099,2,1,2,0,0,2
ENSG00000274100,0,0,0,0,0,0
ENSG00000274102,0,0,0,0,0,0
ENSG00000274103,0,0,0,0,0,0
ENSG00000274104,20,18,19,12,12,15
ENSG00000274105,10,9,7,12,13,5
ENSG00000274111,0,0,0,0,0,0
ENSG00000274114,0,6,6,2,3,4
ENSG00000274115,0,0,1,1,0,1
ENSG00000274116,0,0,0,0,0,0
ENSG00000274118,0,0,0,0,0,0
ENSG00000274121,0,0,0,0,0,0
ENSG00000274124,1,3,2,1,4,2
ENSG00000274127,0,0,0,0,0,0
ENSG00000274128,0,0,0,0,0,0
ENSG00000274133,0,0,0,0,0,0
ENSG00000274134,0,0,0,0,0,0
ENSG00000274135,0,1,1,0,0,0
ENSG00000274139,1,1,0,0,0,0
ENSG00000274140,0,0,0,0,0,0
ENSG00000274141,0,0,0,0,0,0
ENSG00000274149,0,0,1,0,0,0
ENSG00000274150,0,0,0,0,0,0
ENSG00000274151,0,0,0,0,0,0
ENSG00000274153,0,0,0,0,0,0
ENSG00000274154,0,0,0,0,0,0
ENSG00000274155,0,0,0,0,0,0
ENSG00000274156,0,0,1,1,0,0
ENSG00000274157,0,0,0,0,0,0
ENSG00000274159,0,0,0,0,1,0
ENSG00000274160,0,0,0,0,0,0
ENSG00000274162,6,2,3,2,4,8
ENSG00000274164,0,0,0,0,0,0
ENSG00000274167,0,0,0,0,0,0
ENSG00000274168,0,0,0,0,0,0
ENSG00000274170,0,0,0,0,0,0
ENSG00000274172,0,0,0,0,0,0
ENSG00000274173,530,521,698,622,772,558
ENSG00000274177,0,0,0,0,0,0
ENSG00000274178,0,0,0,0,0,0
ENSG00000274180,60,72,86,140,145,112
ENSG00000274181,0,1,2,1,2,1
ENSG00000274182,0,0,0,0,1,0
ENSG00000274183,0,0,0,0,0,0
ENSG00000274184,4,9,7,10,6,7
ENSG00000274186,0,0,0,0,0,0
ENSG00000274188,0,0,0,0,0,0
ENSG00000274190,0,0,0,0,0,0
ENSG00000274191,4,1,4,0,0,1
ENSG00000274196,0,0,0,0,0,0
ENSG00000274197,0,0,0,0,0,0
ENSG00000274198,0,0,0,1,0,0
ENSG00000274199,0,0,0,0,0,0
ENSG00000274200,0,0,0,0,0,0
ENSG00000274203,0,0,0,0,0,0
ENSG00000274204,1,1,2,2,1,2
ENSG00000274206,0,0,0,0,0,0
ENSG00000274207,0,0,0,0,0,0
ENSG00000274209,33,22,38,16,23,17
ENSG00000274210,21,12,11,20,20,19
ENSG00000274211,958,949,1342,1347,1583,1092
ENSG00000274212,0,0,0,0,0,0
ENSG00000274213,11,6,27,14,13,16
ENSG00000274214,1,0,0,0,0,1
ENSG00000274215,0,0,0,0,0,0
ENSG00000274216,0,0,0,0,0,0
ENSG00000274219,0,0,0,0,0,0
ENSG00000274220,65,70,90,66,79,60
ENSG00000274222,0,0,0,0,0,0
ENSG00000274223,0,0,0,0,0,1
ENSG00000274225,4,4,5,8,5,4
ENSG00000274226,0,0,0,0,0,0
ENSG00000274227,2,2,2,5,1,4
ENSG00000274228,0,0,0,0,0,0
ENSG00000274230,0,0,0,0,0,0
ENSG00000274231,0,0,2,0,0,0
ENSG00000274234,0,0,0,0,0,0
ENSG00000274235,0,0,0,0,0,0
ENSG00000274237,4,3,4,3,2,1
ENSG00000274238,0,0,0,0,0,0
ENSG00000274241,0,0,0,0,0,0
ENSG00000274242,2,2,2,3,2,2
ENSG00000274244,0,0,0,0,0,0
ENSG00000274245,0,0,0,0,0,0
ENSG00000274246,0,0,0,0,0,0
ENSG00000274248,0,0,0,0,0,0
ENSG00000274250,0,0,0,0,0,0
ENSG00000274251,6,4,5,3,4,4
ENSG00000274252,1,0,0,0,0,0
ENSG00000274253,4,2,0,2,1,0
ENSG00000274255,0,0,0,1,0,0
ENSG00000274256,0,0,0,0,0,0
ENSG00000274258,0,0,0,1,0,0
ENSG00000274259,3,1,2,1,2,2
ENSG00000274261,0,0,0,0,0,0
ENSG00000274263,0,0,0,0,0,0
ENSG00000274265,3,1,1,1,2,0
ENSG00000274266,0,0,0,0,0,0
ENSG00000274267,1,2,3,4,3,1
ENSG00000274268,0,0,0,0,0,0
ENSG00000274269,0,0,0,0,0,0
ENSG00000274270,20,21,22,32,27,14
ENSG00000274272,12,9,12,20,17,12
ENSG00000274274,0,0,0,0,0,0
ENSG00000274275,0,0,0,0,0,0
ENSG00000274276,23,26,31,36,37,26
ENSG00000274277,0,0,0,1,0,0
ENSG00000274278,0,0,0,0,0,0
ENSG00000274279,0,0,0,0,0,0
ENSG00000274280,0,0,0,0,0,0
ENSG00000274281,0,0,0,1,0,0
ENSG00000274282,0,0,0,0,0,0
ENSG00000274284,0,0,0,0,0,0
ENSG00000274286,3,3,5,4,6,1
ENSG00000274289,0,0,0,0,0,0
ENSG00000274290,3,4,4,7,10,5
ENSG00000274292,11,3,9,7,6,8
ENSG00000274293,0,0,0,0,0,0
ENSG00000274294,0,0,0,0,0,0
ENSG00000274295,66,94,99,89,123,62
ENSG00000274297,1,0,0,1,0,0
ENSG00000274298,0,0,0,0,0,0
ENSG00000274299,0,0,0,0,0,0
ENSG00000274300,0,0,0,2,2,0
ENSG00000274301,0,0,0,0,0,0
ENSG00000274302,0,0,0,0,0,0
ENSG00000274303,0,0,0,0,0,0
ENSG00000274304,0,0,0,0,0,0
ENSG00000274306,0,0,0,0,0,0
ENSG00000274307,16,14,22,13,30,22
ENSG00000274308,1,4,5,1,3,3
ENSG00000274309,0,0,0,0,0,0
ENSG00000274310,0,0,0,0,0,0
ENSG00000274312,0,0,0,0,0,0
ENSG00000274314,0,0,0,0,0,0
ENSG00000274315,4,7,7,5,2,3
ENSG00000274316,0,0,0,0,0,0
ENSG00000274317,14,17,10,16,19,9
ENSG00000274319,0,0,0,0,0,0
ENSG00000274321,0,0,0,0,0,0
ENSG00000274322,2,4,4,3,2,3
ENSG00000274325,0,0,0,0,0,0
ENSG00000274326,4,6,7,3,1,2
ENSG00000274328,0,0,0,0,0,0
ENSG00000274329,0,0,0,0,0,0
ENSG00000274330,0,0,0,0,0,0
ENSG00000274331,0,0,0,0,0,0
ENSG00000274333,1,0,0,0,0,0
ENSG00000274335,0,0,0,0,0,0
ENSG00000274340,5,2,0,2,1,0
ENSG00000274341,1,0,0,1,2,0
ENSG00000274342,0,0,0,0,0,0
ENSG00000274343,0,0,0,0,0,0
ENSG00000274344,0,0,0,0,0,0
ENSG00000274346,0,0,0,0,0,0
ENSG00000274347,0,0,0,0,0,0
ENSG00000274349,94,78,122,93,137,95
ENSG00000274350,0,0,0,0,0,0
ENSG00000274351,0,0,1,0,4,0
ENSG00000274353,0,0,0,0,0,0
ENSG00000274354,0,0,2,0,0,0
ENSG00000274355,0,0,0,0,0,0
ENSG00000274356,5,5,11,3,5,1
ENSG00000274357,0,0,0,0,0,0
ENSG00000274358,1,0,1,0,1,1
ENSG00000274363,7,3,7,8,11,12
ENSG00000274364,3,1,1,0,0,2
ENSG00000274365,0,0,1,0,0,0
ENSG00000274366,0,0,0,0,0,0
ENSG00000274367,0,0,0,0,0,0
ENSG00000274368,0,0,1,0,0,0
ENSG00000274369,0,0,0,0,0,0
ENSG00000274370,0,1,2,0,0,0
ENSG00000274372,0,2,1,9,1,2
ENSG00000274373,3,3,0,0,1,0
ENSG00000274374,4,6,0,0,0,2
ENSG00000274376,0,0,0,0,0,0
ENSG00000274377,0,0,0,0,0,0
ENSG00000274378,0,0,0,0,1,0
ENSG00000274379,0,0,0,0,0,0
ENSG00000274380,0,0,0,0,2,0
ENSG00000274381,0,0,0,0,0,0
ENSG00000274383,2,0,3,1,2,0
ENSG00000274385,0,0,0,0,0,0
ENSG00000274386,2,4,5,2,1,1
ENSG00000274387,0,0,0,2,0,1
ENSG00000274388,0,0,0,0,0,0
ENSG00000274389,0,0,0,0,0,0
ENSG00000274390,0,0,0,0,0,0
ENSG00000274391,0,0,0,0,0,0
ENSG00000274395,1,1,1,0,0,0
ENSG00000274396,0,0,0,0,0,0
ENSG00000274397,0,0,0,0,0,0
ENSG00000274398,0,0,0,0,0,0
ENSG00000274400,0,0,0,0,0,0
ENSG00000274403,4,4,9,12,7,6
ENSG00000274408,0,0,0,0,0,0
ENSG00000274409,0,0,0,0,0,0
ENSG00000274414,17,7,16,20,16,12
ENSG00000274415,0,0,0,0,0,0
ENSG00000274416,0,0,0,0,0,0
ENSG00000274417,0,0,0,0,0,0
ENSG00000274419,0,0,0,0,0,0
ENSG00000274420,0,0,0,0,0,0
ENSG00000274421,0,1,1,0,1,0
ENSG00000274422,32,44,64,77,79,54
ENSG00000274423,20,20,24,23,19,16
ENSG00000274424,0,0,0,0,0,0
ENSG00000274425,8,6,6,3,6,5
ENSG00000274426,0,0,0,0,0,0
ENSG00000274427,10,5,8,5,10,2
ENSG00000274428,0,0,0,0,0,0
ENSG00000274430,0,0,0,0,0,0
ENSG00000274431,0,0,0,0,0,0
ENSG00000274432,0,0,0,0,0,0
ENSG00000274433,0,0,0,0,0,0
ENSG00000274441,2,2,0,1,1,0
ENSG00000274443,0,0,0,0,0,0
ENSG00000274444,0,0,0,0,0,0
ENSG00000274445,0,0,0,0,0,0
ENSG00000274446,0,0,0,0,0,0
ENSG00000274447,0,0,0,0,0,0
ENSG00000274448,0,0,0,0,0,0
ENSG00000274450,0,0,0,1,0,0
ENSG00000274451,0,0,0,0,0,0
ENSG00000274452,0,0,0,0,0,0
ENSG00000274453,0,0,0,0,0,0
ENSG00000274455,0,0,0,1,0,0
ENSG00000274457,0,0,0,0,0,0
ENSG00000274458,0,0,0,0,0,0
ENSG00000274459,0,0,0,0,0,0
ENSG00000274460,11,6,19,25,15,13
ENSG00000274461,3,3,1,6,0,6
ENSG00000274464,0,0,0,0,0,0
ENSG00000274466,0,0,0,0,0,0
ENSG00000274467,0,0,0,0,0,0
ENSG00000274468,0,0,0,0,0,0
ENSG00000274469,0,0,0,0,0,0
ENSG00000274470,0,0,0,0,0,0
ENSG00000274471,54,55,48,60,65,48
ENSG00000274472,0,0,0,0,0,0
ENSG00000274475,0,1,1,0,2,2
ENSG00000274478,0,0,0,0,0,0
ENSG00000274479,0,0,0,0,0,0
ENSG00000274481,0,0,0,0,0,0
ENSG00000274483,6,4,9,9,6,5
ENSG00000274484,0,0,0,0,0,0
ENSG00000274486,0,0,0,0,0,0
ENSG00000274487,18,23,24,17,35,22
ENSG00000274489,0,0,0,0,0,0
ENSG00000274490,0,0,0,0,0,0
ENSG00000274491,0,0,0,0,0,0
ENSG00000274492,1,2,4,0,2,4
ENSG00000274493,0,0,0,0,0,0
ENSG00000274494,1,0,0,0,1,0
ENSG00000274496,0,0,0,0,0,0
ENSG00000274499,2,0,1,4,0,0
ENSG00000274500,0,0,0,0,0,0
ENSG00000274501,0,1,1,0,5,3
ENSG00000274502,4,2,4,2,8,3
ENSG00000274503,0,0,0,0,0,0
ENSG00000274505,1,0,1,0,0,3
ENSG00000274507,0,0,0,0,2,0
ENSG00000274508,0,0,0,0,0,0
ENSG00000274509,0,0,1,3,2,1
ENSG00000274510,0,0,0,0,0,0
ENSG00000274512,1,0,0,0,0,0
ENSG00000274514,0,1,1,0,1,0
ENSG00000274515,8,7,7,14,3,7
ENSG00000274516,0,0,0,0,0,0
ENSG00000274519,0,0,0,0,0,0
ENSG00000274520,0,0,0,0,1,0
ENSG00000274521,0,0,0,0,0,0
ENSG00000274523,1139,1093,1541,878,1156,802
ENSG00000274524,0,0,0,0,0,0
ENSG00000274525,0,0,0,0,0,1
ENSG00000274526,0,0,0,0,0,0
ENSG00000274527,0,0,0,0,0,0
ENSG00000274528,34,33,55,39,51,33
ENSG00000274529,0,0,0,0,0,0
ENSG00000274532,0,0,0,0,0,0
ENSG00000274535,0,0,0,0,0,0
ENSG00000274536,0,0,0,0,1,0
ENSG00000274537,0,0,0,0,0,0
ENSG00000274541,2,2,0,0,0,0
ENSG00000274544,0,0,0,0,0,0
ENSG00000274547,0,0,0,0,0,0
ENSG00000274548,0,0,0,0,0,0
ENSG00000274549,1,2,3,7,10,3
ENSG00000274550,1,0,0,1,1,2
ENSG00000274551,0,0,0,0,0,0
ENSG00000274552,0,0,0,0,0,0
ENSG00000274553,0,0,0,0,0,0
ENSG00000274554,4,5,9,5,5,3
ENSG00000274555,2,1,2,4,1,3
ENSG00000274557,0,0,0,0,0,0
ENSG00000274559,4,4,2,4,0,1
ENSG00000274560,0,5,2,7,2,1
ENSG00000274561,15,21,29,27,23,20
ENSG00000274562,0,0,0,0,0,0
ENSG00000274565,0,0,0,0,0,0
ENSG00000274568,0,0,0,0,0,0
ENSG00000274569,5,3,4,2,1,1
ENSG00000274570,1,2,2,3,0,1
ENSG00000274572,0,0,0,0,0,0
ENSG00000274576,0,0,0,0,0,0
ENSG00000274578,0,0,0,0,0,0
ENSG00000274579,0,1,2,0,0,1
ENSG00000274582,0,0,0,0,0,0
ENSG00000274583,0,0,0,0,0,0
ENSG00000274584,1,1,1,1,0,0
ENSG00000274585,0,0,0,0,0,0
ENSG00000274588,11,11,10,11,10,5
ENSG00000274589,1,1,2,0,3,1
ENSG00000274590,0,0,0,0,0,0
ENSG00000274591,0,0,0,0,1,0
ENSG00000274592,0,0,0,0,0,0
ENSG00000274594,0,0,0,0,0,0
ENSG00000274596,0,0,0,0,0,0
ENSG00000274598,2,0,0,0,1,0
ENSG00000274599,0,0,0,0,0,0
ENSG00000274600,4,2,5,1,2,5
ENSG00000274601,0,0,0,0,0,0
ENSG00000274602,25,20,27,34,27,29
ENSG00000274603,0,0,1,0,0,0
ENSG00000274604,0,0,0,0,0,0
ENSG00000274605,272,218,301,215,268,199
ENSG00000274606,0,0,0,0,0,0
ENSG00000274607,0,1,0,0,0,0
ENSG00000274611,0,0,0,0,0,0
ENSG00000274612,0,0,0,0,0,0
ENSG00000274614,0,0,0,0,0,0
ENSG00000274615,0,0,1,3,0,2
ENSG00000274617,0,0,0,0,0,0
ENSG00000274618,0,0,0,0,0,0
ENSG00000274620,2,1,3,0,1,1
ENSG00000274621,0,0,0,0,0,0
ENSG00000274622,0,0,0,0,0,0
ENSG00000274624,0,0,0,0,0,0
ENSG00000274625,0,0,0,0,0,0
ENSG00000274627,346,360,487,533,644,385
ENSG00000274628,0,0,0,1,1,0
ENSG00000274629,0,0,0,0,0,0
ENSG00000274630,0,0,0,0,0,0
